pH,Turbidity,Dissolved_Oxygen,Lead,TDS,EC,Temperature,Nitrate,Phosphate,Safe
5.322299901431073,12.794649597826236,2.4707668459877663,0.021996140964696636,1485.0146887763103,1.5123523189400503,30.24246307884246,44.34741260789596,2.6009995053786605,0
5.010202428868444,18.607729515675683,4.1296215028346,0.020262631841076583,1566.3836895415775,2.0832657540480595,36.559613054305736,40.129538210636845,2.3803634264240743,0
5.155661354132037,14.694015850092203,3.270685953548768,0.018917384012319134,1157.8793291126972,2.2064615919358648,37.12823294175981,52.12824398669969,2.124327265198315,0
5.444588230530961,15.819032152483157,2.95617731172894,0.020717132834287468,1666.631553325887,2.0816710175982163,39.11681394982398,48.58291278298176,3.65297329298387,0
6.9750715816324265,2.543830065532788,8.222492003760264,0.006231300146192633,273.0689787761883,0.317922680910481,19.19384802186994,5.163900531808209,0.05389243286476239,1
5.258430957689842,14.625339343949797,3.2877911801014306,0.02795700183881402,1369.409968833584,1.8756108473557909,32.89613128762535,57.57032065053978,2.711753937011019,0
4.799843274566748,14.178812243499717,3.262248858859299,0.025859050716369226,1574.7067366823537,2.006924197685126,38.30521358535863,58.79014154557007,2.3302349216670066,0
4.719321110371272,14.286950049117047,3.207015844195137,0.025470897737607377,1438.7972091285183,2.219624285429907,33.605698328264815,49.44147817347189,2.7398126597757866,1
8.957542273989915,14.175464097990623,2.4948503780134534,0.012504093990211509,1679.7023409103128,2.583058664336659,36.63374720238088,44.072971770428936,1.5925580852592969,0
7.043349341532752,2.664634116792383,8.475788195569857,0.003044877420650647,251.5278444289298,0.30953177956325123,21.903099541148087,4.745658290547471,0.054407955147778686,1
8.42578197882376,18.701172835008578,4.1535539215620805,0.026060646021167432,1213.2539950379544,1.7731987941630185,34.465930129808484,76.98328835937087,2.665391903269118,0
7.217409413647634,2.547122911621713,7.377367240536099,0.0023848681840944906,259.2365672465671,0.37320886193762187,21.550310988069565,4.376033811879162,0.023688333884443344,1
5.15696695572111,16.438522644004827,4.6677703369848125,0.02544952479545415,1576.486663138507,1.8042415120350064,31.70716705317282,40.91497488487809,3.137341924839743,0
8.374230636679998,13.499406548712013,1.277015540966831,0.008096304472382514,1732.8120305171874,2.382332068354671,33.46817450210726,44.054963040509925,3.164323205772322,0
9.294804942830982,16.0254756418649,3.9956521282842044,0.022526685738236744,1414.0730042944983,1.545850849626544,39.48637473572887,49.75870889545027,2.7382150833585626,0
9.181137156083368,15.93447257639337,3.8734442712597166,0.01283097088035793,1205.099462590353,2.4096579387578796,33.54296376627486,49.623128792577624,2.811671150337414,0
7.222703469050249,2.535540200186651,8.053416361912912,0.0025936825363281663,224.11289906814105,0.3437258537066261,18.276593859487484,4.887259654796096,0.2693197932209945,1
9.142609683207603,20.053574503810356,1.7996187606695986,0.019367405515230248,1462.197140463505,1.7612033269973737,34.82881612570653,62.42862562858315,2.3065352767000262,0
9.200652039163865,12.662941735440043,3.413315556748774,0.023866199933328797,1460.9054712828051,2.0035641303553375,37.13979875238962,67.18363995763876,1.8523706896664396,0
7.173971389126463,2.71309607501307,7.925211478805822,0.003012820472848816,233.49768650542458,0.20361637103271948,24.640081444034518,4.11197708133308,0.026344741012182656,1
4.930679156762696,14.439963113059665,4.0624455111895745,0.015694751639172125,1616.3563541256726,1.6540747004780654,40.03924214666459,50.838725017609335,2.344162057117383,0
7.255338159866004,2.2184976610564355,7.69841416445333,0.005615375689469442,237.47285647554966,0.24957226579618957,17.99556596214655,4.951483546225611,0.042462154410130924,1
7.2995996582490905,2.3403405510923094,8.684683392056938,0.0037850789697112647,241.77569055264098,0.3229193351775742,17.60941247280151,5.118321079470327,0.005395820118327871,1
5.2291581054900265,13.679222386840799,3.0104346995015616,0.012467329849048005,1491.7325590381658,1.6618208622337558,33.78986076209395,50.599052567964385,2.605939589414442,0
7.314178102138634,2.5422034934405238,7.502454705843486,0.005107080669286973,231.24388399045424,0.2590785667028999,22.366987333779857,3.923067857098604,0.03436593216275077,1
7.326783804463602,2.594519496482609,8.655646722177627,0.0023836893915634124,260.96146178599787,0.2734514551094018,20.37895964244216,4.908457150909042,-0.05794596645077804,1
7.115870935446928,2.3155669351644748,6.841497848722524,0.005374876419148185,236.46922668463733,0.33098557229830683,21.711111318041425,4.46066791141311,-0.017883704282043486,1
8.933687260938886,15.40249924798753,2.3623091470200155,0.01885997136595141,1219.526143315235,2.368656965060168,35.66189241292149,54.170953244232464,2.1608326853322533,0
8.691778934542196,16.60309469590915,2.878426094147169,0.018171614587347402,1584.486994580288,1.9670407630694193,36.16645673079114,56.25318334021503,2.011689842068222,0
8.59961681792693,20.30450787917935,3.9327332162041784,0.017693664747508463,1679.6234648244695,1.85481996651463,37.41672410841852,72.09605576042378,2.592413516810827,0
